=== 表1_费用汇总 ===
项目,费用,比例,环比
总邮费(Total),-15415.720000000001,100.00%,-3.04%
超支邮费(Over),86.77,-0.56%,0.00%
罚款邮费(Fine),-258.42999999999995,1.68%,-27.64%


=== 表2_单数汇总 ===
项目,单数,比例,环比
总订单数,1871,100%,3.26%


=== 表3_Combo详情 ===
Combo,原始邮费,超支邮费,邮费罚款,包邮退货邮费,原始单数,超支单数,罚款单数,包邮退货单数,罚款比例,罚款单数比例,总订单数
NE3C3A37C.16+NE3C9A37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-6.15,-6.15,0.0,0.0,0.0
6550-6550B38.4+NU1P1A22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-6.19,-6.19,0.0,0.0,0.0
5500/5550-5475B32.4+NU1P1E22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-6.45,-6.45,0.0,0.0,0.0
5102SH571T20.2+BE2B4E50K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-6.5,-6.5,0.0,0.0,0.0
5110/5112-5450B32.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-6.5,-6.5,0.0,0.0,0.0
5120SH741T10.2+BU1B4D40K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-6.59,-6.59,0.0,0.0,0.0
5112SH666T20.2+BU1B4D50K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-6.59,-6.59,0.0,0.0,0.0
5120SH741T12.2+BU1B4D40K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-7.17,-3.585,0.0,0.0,0.0
6550-6550E51.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-7.31,-3.655,0.0,0.0,0.0
6135-6550H871E38.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-7.31,-7.31,0.0,0.0,0.0
5450/5475-5500B32.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-7.31,-7.31,0.0,0.0,0.0
5450H671B32.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-7.92,-7.92,0.0,0.0,0.0
5500/5550-5450B32.4+NU1P1E22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-7.92,-7.92,0.0,0.0,0.0
5450H641E25.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-7.92,-7.92,0.0,0.0,0.0
5112SH666T20.2+BE2B4E65K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-7.92,-7.92,0.0,0.0,0.0
BU1B4D55K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-7.92,-7.92,0.0,0.0,0.0
NU1C1E46C.20+NU1C9E46C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.08,-8.08,0.0,0.0,0.0
5112SH666T25.4+BU1B4D55K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.08,-8.08,0.0,0.0,0.0
5130SH715T12.4+BE2B4E40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.1,-8.1,0.0,0.0,0.0
5112SH666T20.4+BE2B4E60K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.1,-8.1,0.0,0.0,0.0
5120SH726T30.4+BU1B4D60K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.1,-8.1,0.0,0.0,0.0
5112H666E32.4+BU1B4D28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.1,-8.1,0.0,0.0,0.0
5475-5475B32.4+NU1P1E22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.1,-8.1,0.0,0.0,0.0
BU1B4A28K.16+BU1B9A28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-8.14,-4.07,0.0,0.0,0.0
NE1C2B40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.14,-8.14,0.0,0.0,0.0
NE3C3A37C.20+NE3C9A37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.14,-8.14,0.0,0.0,0.0
5450H671B20.2+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.35,-8.35,0.0,0.0,0.0
6135H871E25.2+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.59,-8.59,0.0,0.0,0.0
5120SH741T10.4+BU1B4D40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.59,-8.59,0.0,0.0,0.0
5112SH666T25.2+BU1B4D55K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.59,-8.59,0.0,0.0,0.0
5110/5112-5450B32.4+BU1B4D28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.83,-8.83,0.0,0.0,0.0
5120H669E32.2+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.83,-8.83,0.0,0.0,0.0
6550-6550B38.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.83,-8.83,0.0,0.0,0.0
5130SH715T25.2+BE2B4E55K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.83,-8.83,0.0,0.0,0.0
BE2B4E50K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.9,-8.9,0.0,0.0,0.0
BE2B4E55K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.9,-8.9,0.0,0.0,0.0
NU1P1A22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.9,-8.9,0.0,0.0,0.0
NU1P1H22Z.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.9,-8.9,0.0,0.0,0.0
NE3C3A37C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.9,-8.9,0.0,0.0,0.0
BU1B4A28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.9,-8.9,0.0,0.0,0.0
BE2B4E60K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.9,-8.9,0.0,0.0,0.0
NU1C1E46K.28+NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.9,-8.9,0.0,0.0,0.0
BU1B4B50K.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.9,-8.9,0.0,0.0,0.0
NE1C3B40C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.9,-8.9,0.0,0.0,0.0
BU1B4D28K.16+BU1B9D28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.9,-8.9,0.0,0.0,0.0
NE3C3B37C.20+NE3C9B37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-8.9,-8.9,0.0,0.0,0.0
NE3C3B48K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-8.9,-4.45,0.0,0.0,0.0
NU1C1H46K.16+NU1C9H46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-9.1,-9.1,0.0,0.0,0.0
6550-6550B51.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-9.38,-9.38,0.0,0.0,0.0
6550-6550B32.4+NU1P1A22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-9.38,-9.38,0.0,0.0,0.0
6550H951E32.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-9.38,-4.69,0.0,0.0,0.0
5102SH571T12.4+BE2B4E40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-9.38,-9.38,0.0,0.0,0.0
5475-5450B25.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-9.38,-9.38,0.0,0.0,0.0
5130SH715T30.4+BE2B4E60K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-9.7,-9.7,0.0,0.0,0.0
6450/6500-6550B32.4+NU1P1A22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-9.7,-9.7,0.0,0.0,0.0
5135/5500-5500H38.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-9.7,-9.7,0.0,0.0,0.0
NE3C3B37K.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-9.7,-9.7,0.0,0.0,0.0
5102SH571T15.2+BE2B4E45K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-10.3,-5.15,0.0,0.0,0.0
5120SH726T15.2+BU1B4B45K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-10.3,-10.3,0.0,0.0,0.0
BE2B4E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-10.3,-10.3,0.0,0.0,0.0
NE3C3A37K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-10.3,-5.15,0.0,0.0,0.0
5120SH726T20.2+BU1B4B50K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-10.4,-10.4,0.0,0.0,0.0
5112SH666T12.4+BE2B4E55K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-12.15,-6.075,0.0,0.0,0.0
5120SH741T20.2+BU1B4D50K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-12.18,-4.06,0.0,0.0,0.0
5120SH741T30.2+BU1B4D60K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-12.42,-6.21,0.0,0.0,0.0
NU1P1A22Z.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-12.86,-6.43,0.0,0.0,0.0
NU1P1K22K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-12.96,-6.48,0.0,0.0,0.0
5120H669E20.2+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-14.1,-7.05,0.0,0.0,0.0
NE3C3A37C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-14.23,-7.115,0.0,0.0,0.0
S2D15E45K.20+NU1C8E51K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-14.5,-7.25,0.0,0.0,0.0
NU1C9H46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-14.93,-7.465,0.0,0.0,0.0
NU1C1E46C.16+NU1C9E46C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-15.05,-7.525,0.0,0.0,0.0
5450H641E15.2+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-15.33,-7.665,0.0,0.0,0.0
NU1C9H36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-15.79,-7.895,0.0,0.0,0.0
6550H781E25.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-15.84,-15.84,0.0,0.0,0.0
BE2B4E60K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-16.07,-8.035,0.0,0.0,0.0
BU1B4D50K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-16.21,-8.105,0.0,0.0,0.0
5450H601B32.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-16.55,-8.275,0.0,0.0,0.0
5130H715E32.4+BU1B4E28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-16.73,-8.365,0.0,0.0,0.0
BE2B4E45K.16+BE2B9E45K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-16.82,-8.41,0.0,0.0,0.0
6550H781E32.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-17.18,-8.59,0.0,0.0,0.0
8170-8650E51.4+NU1P1F22Z.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-17.18,-17.18,0.0,0.0,0.0
6550-6135H781E38.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-17.18,-17.18,0.0,0.0,-8.59
NU1C1H36K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-17.18,-8.59,0.0,0.0,0.0
BE2B4E70K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-17.49,-5.83,0.0,0.0,0.0
NE3C2E48K.20+NE3C9E48K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-17.49,-8.745,0.0,0.0,0.0
NE1C2B40C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-17.49,-8.745,0.0,0.0,0.0
NU1C1H36C.23+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-17.78,-8.89,0.0,0.0,0.0
NU1P1H22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-17.8,-8.9,0.0,0.0,0.0
BU1B4A28C.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-17.8,-8.9,0.0,0.0,0.0
BU1B4B28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-18.2,-9.1,0.0,0.0,0.0
NU1C1A36K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-18.2,-6.06667,0.0,0.0,0.0
BU1B4D28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-18.29,-9.145,0.0,0.0,0.0
5120SH741T25.4+BU1B4D55K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-18.29,-9.145,0.0,0.0,0.0
NE3C2E48C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-18.31,-9.155,0.0,0.0,0.0
6135/6550-6550E32.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-18.47,-18.47,-4.94,0.0,0.0
NE1C3F45C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-18.5,-18.5,0.0,0.0,0.0
8170-8180E51.4+NU1P1F22Z.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-18.76,-18.76,0.0,0.0,0.0
BE2B9B40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-19.11,-6.37,0.0,0.0,0.0
5120SH741T25.2+BU1B4D55K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-19.12,-4.78,0.0,0.0,0.0
NU1C1H46C.23+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-19.2,-9.6,0.0,0.0,0.0
NE1C2E45C.128+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-19.2,-19.2,0.0,0.0,0.0
NU1C9H46C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-19.88,-6.62667,0.0,0.0,0.0
5120SH741T15.4+BU1B4D45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-22.59,-7.53,0.0,0.0,0.0
5475/5500-5500H32.2+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-22.86,-7.62,0.0,0.0,0.0
5115H715E32.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-22.96,-7.65333,0.0,0.0,0.0
5120SH741T30.4+BU1B4D60K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-23.09,-7.69667,0.0,0.0,0.0
5112SH666T15.2+BE2B4E60K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-23.39,-7.79667,0.0,0.0,0.0
5112SH666T30.2+BU1B4D60K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-23.42,-7.80667,0.0,0.0,0.0
NU1C1B36K.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-23.66,-7.88667,0.0,0.0,0.0
NE3C3B37C.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-23.67,-11.835,-5.52,0.0,0.0
BE2B9E45K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-23.86,-7.95333,0.0,0.0,0.0
5112H666E32.2+BU1B4E28K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-23.92,-7.97333,0.0,0.0,0.0
5112SH666T30.4+BE2B4E75K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-23.92,-7.97333,0.0,0.0,0.0
NU1C1B36C.20+NU1C9B36C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-23.99,-7.99667,0.0,0.0,0.0
NU1C1E46C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-24.65,-6.1625,0.0,0.0,0.0
6135H871E25.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-25.01,-8.33667,0.0,0.0,0.0
NE1C2E45C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-25.1,-8.36667,0.0,0.0,0.0
5120SH726T25.4+BU1B4B55K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-25.45,-12.725,0.0,0.0,0.0
NU1C1H36K.16+NU1C9H36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-25.88,-8.62667,0.0,0.0,0.0
NE3C2E48C.16+NE3C9E48C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-25.94,-8.64667,0.0,0.0,0.0
5112SH666T20.2+BE2B4E60K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-26.08,-13.04,0.0,0.0,0.0
NU1C8E51C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-26.08,-6.52,0.0,0.0,0.0
NE1C2E40C.20+NE1C9E40C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-26.16,-8.72,0.0,0.0,0.0
5112SH666T25.4+BE2B4E55K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-26.25,-8.75,0.0,0.0,0.0
BE2B4E28K.16+BE2B9E28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-26.56,-13.28,0.0,0.0,-3.96
NU1C8E51C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-26.59,-8.86333,0.0,0.0,0.0
NE3C2E48K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-26.7,-8.9,0.0,0.0,0.0
NU1C1A36C.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-26.81,-13.405,-5.69,0.0,0.0
6550H106B25.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-26.86,-8.95333,0.0,0.0,0.0
5120SH726T15.4+BU1B4D45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-27.68,-9.22667,0.0,0.0,0.0
NE1C2E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-27.79,-9.26333,0.0,0.0,0.0
6450/6500-6550B32.4+NU1P1H22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-28.68,-28.68,0.0,0.0,0.0
5112SH666T25.2+BE2B4E55K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-29.64,-7.41,0.0,0.0,0.0
5120H641E20.2+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-29.85,-7.4625,0.0,0.0,0.0
NE3C3B48K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-29.97,-9.99,0.0,0.0,0.0
5112SH666T20.2+BE2B4E50K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-30.07,-7.5175,0.0,0.0,0.0
NU1P1A22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,5,-31.15,-6.23,0.0,0.0,0.0
5102SH571T25.4+BE2B4E55K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-32.16,-8.04,0.0,0.0,0.0
5112SH666T12.4+BU1B4D40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-32.22,-8.055,0.0,0.0,0.0
5120H741E32.4+BU1B4D28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,6,-32.51,-5.41833,0.0,0.0,0.0
5450H671B20.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,6,-32.71,-5.45167,0.0,0.0,0.0
NE3C3A37K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,5,-33.53,-6.706,0.0,0.0,0.0
5112SH666T12.2+BE2B4E55K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-33.72,-8.43,0.0,0.0,0.0
5112SH666T15.4+BU1B4D45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-33.74,-11.24667,0.0,0.0,0.0
NE3C9E48C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-33.88,-8.47,-1.08,0.0,0.0
NE3C3A37K.16+NE3C9A37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,5,-34.15,-6.83,0.0,0.0,0.0
NU1C1E46C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-34.46,-8.615,0.0,0.0,0.0
NU1C1A36C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-34.67,-8.6675,0.0,0.0,0.0
BU1B4A28K.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-34.98,-8.745,0.0,0.0,0.0
6550-6550B32.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-35.25,-8.8125,0.0,0.0,0.0
NU1C1B36K.20+NU1C9B36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-35.49,-8.8725,0.0,0.0,0.0
5112SH666T12.2+BU1B4D40K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-35.77,-8.9425,0.0,0.0,0.0
BU1B4B40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-36.07,-9.0175,0.0,0.0,0.0
NE1C2E40C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-36.4,-9.1,0.0,0.0,0.0
BU1B9A28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-36.51,-9.1275,0.0,0.0,0.0
NE3C2E48K.16+NE3C9E48K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-36.69,-9.1725,0.0,0.0,0.0
6550-6550E38.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-37.27,-12.42333,0.0,0.0,0.0
BU1B9D28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,6,-37.88,-6.31333,0.0,0.0,-5.49
