=== A1_数量表 ===
SKU,总销量,总取消数,总退货数(无平台介入),总退货数(平台介入),总退货数(平台强制退款),强制退货(仅退款),净销售
NU1C1H36C,1144.46,0.0,0.0,0.0,0,0,1144.46,-191.91,0.0,76.91,-148.53,0,0,0,0,0.0,-452.91,351.11
NU1C1H36K,196.11,0.0,0.0,0.0,0,0,196.11,-43.12,0.0,15.81,-25.38,0,0,0,0,0.0,-77.97,49.64
NU1C1H46C,542.81,0.0,0.0,0.0,0,0,542.81,-191.1,0.0,36.11,-69.11,0,0,0,0,0.0,-200.21,82.39
NU1C1H46K,167.3,0.0,0.0,0.0,0,0,167.3,-43.68,0.0,12.07,-21.59,0,0,0,0,0.0,-68.66,33.37
NU1C1J36C,463.75,0.0,0.0,0.0,0,0,463.75,-95.71,0.0,28.99,-58.97,0,0,0,0,0.0,-127.54,181.53
NU1C8E51C,356.9,0.0,0.0,0.0,0,0,356.9,-86.32,0.0,22.26,-44.44,0,0,0,0,0.0,-93.36,132.78
NU1C8E51K,2766.81,0.0,0.0,0.0,0,0,2766.81,-782.08,0.0,145.14,-333.8,0,0,0,0,-4.41,-686.37,960.15
NU1C9B36C,1850.18,0.0,0.0,0.0,0,0,1850.18,-253.97,5.0,140.63,-239.57,0,0,0,0,-3.5,-521.72,836.43
NU1C9B36K,1084.19,0.0,0.0,0.0,0,0,1084.19,-183.95,0.0,87.17,-139.77,0,0,0,0,0.0,-314.91,445.55
NU1C9E46C,1961.52,0.0,0.0,0.0,0,0,1961.52,-381.68,0.0,142.37,-246.62,0,0,0,0,0.0,-519.93,813.29
NU1C9E46K,967.57,0.0,0.0,0.0,0,0,967.57,-220.2,0.0,64.66,-123.9,0,0,0,0,-2.85,-263.51,357.1
NU1C9H36C,142.93,0.0,0.0,0.0,0,0,142.93,-20.44,0.0,9.91,-18.61,0,0,0,0,0.0,-56.46,47.42
NU1C9H36K,82.77,0.0,0.0,0.0,0,0,82.77,-14.6,0.0,6.27,-10.55,0,0,0,0,0.0,-27.52,30.1
NU1C9H46C,82.96,0.0,0.0,0.0,0,0,82.96,-12.96,0.0,5.53,-10.53,0,0,0,0,0.0,-25.03,34.44
NU1C9H46K,52.62,0.0,0.0,0.0,0,0,52.62,-9.78,0.0,3.83,-6.82,0,0,0,0,0.0,-18.76,17.26
NU1P1A22Z,149.08,0.0,0.0,0.0,0,0,149.08,-34.2,0.0,11.32,-19.91,0,0,0,0,0.0,-55.25,39.73
NU1P1B22Z,597.12,0.0,0.0,0.0,0,0,597.12,-82.69,0.0,42.06,-80.79,0,0,0,0,0.0,-308.77,124.87
NU1P1E22Z,643.82,0.0,0.0,0.0,0,0,643.82,-131.11,0.0,47.59,-86.02,0,0,0,0,0.0,-264.32,162.36
NU1P1F22Z,14.81,0.0,0.0,0.0,0,0,14.81,-7.03,0.0,0.89,-1.67,0,0,0,0,0.0,-1.87,4.25
NU1P1H22Z,605.73,0.0,0.0,0.0,0,0,605.73,-100.87,0.0,39.83,-80.72,0,0,0,0,0.0,-254.02,170.11
NU1P1J22K,122.44,0.0,0.0,0.0,0,0,122.44,-20.81,0.0,10.43,-16.96,0,0,0,0,0.0,-67.39,17.28
NU1P1K22K,137.26,0.0,0.0,0.0,0,0,137.26,-32.04,0.0,9.9,-18.15,0,0,0,0,0.0,-57.57,29.51
S2B15E45K,341.37,0.0,0.0,0.0,0,0,341.37,-63.0,0.0,13.1,-41.63,0,0,0,0,0.0,-62.1,174.64
S2D15E45K,445.82,0.0,0.0,0.0,0,0,445.82,-80.63,5.0,30.01,-54.62,0,0,0,0,0.0,-104.74,210.84
S2E15E45K,773.27,0.0,0.0,0.0,0,0,773.27,-125.12,0.0,50.25,-93.63,0,0,0,0,-3.65,-148.88,401.99


=== B2_金额占比表 ===
SKU,总销售额,总取消额,总退货额(无平台介入),总退货额(平台介入),总退货额(平台强制退款),强制退款(仅退款),净销售,净销售产品成本,净买家支付邮费,净销售税,净固定平台费用,净高退货产品罚款,净低账户评级罚款,净第三方投诉罚款,净广告开销,退货包邮费用,净邮费支出,盈亏
5102SH571T12,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-29.78%,0.00%,10.97%,-12.14%,0.00%,0.00%,0.00%,0.00%,0.00%,-7.62%,50.46%
5102SH571T15,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-29.64%,0.00%,6.12%,-11.55%,0.00%,0.00%,0.00%,0.00%,0.00%,-3.66%,55.15%
5102SH571T20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-23.87%,0.00%,4.43%,-11.12%,0.00%,0.00%,0.00%,0.00%,0.00%,-5.17%,59.83%
5102SH571T25,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-33.59%,0.00%,7.73%,-11.55%,0.00%,0.00%,0.00%,0.00%,0.00%,-7.98%,46.88%
5110/5112-5450B32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-41.51%,0.00%,8.76%,-11.74%,0.00%,0.00%,0.00%,0.00%,0.00%,-9.28%,37.46%
5112H666E32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-38.89%,0.79%,8.41%,-11.77%,0.00%,0.00%,0.00%,0.00%,-0.26%,-7.64%,42.24%
5112SH666T12,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-26.24%,0.00%,6.79%,-11.78%,0.00%,0.00%,0.00%,0.00%,0.00%,-9.63%,52.35%
5112SH666T15,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-24.72%,0.00%,6.76%,-11.73%,0.00%,0.00%,0.00%,0.00%,-0.39%,-7.83%,55.33%
5112SH666T20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-26.63%,0.00%,5.75%,-11.47%,0.00%,0.00%,0.00%,0.00%,0.00%,-7.33%,54.56%
5112SH666T25,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-26.31%,0.00%,5.05%,-11.42%,0.00%,0.00%,0.00%,0.00%,0.00%,-8.93%,53.34%
5112SH666T30,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-25.64%,0.00%,4.29%,-11.40%,0.00%,0.00%,0.00%,0.00%,0.00%,-4.31%,58.65%
5115H715E32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-45.53%,0.00%,8.00%,-11.69%,0.00%,0.00%,0.00%,0.00%,0.00%,-9.79%,32.99%
5120H641E20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-33.91%,0.00%,8.43%,-11.75%,0.00%,0.00%,0.00%,0.00%,0.00%,-10.51%,43.83%
5120H669E20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-32.46%,0.00%,6.71%,-11.57%,0.00%,0.00%,0.00%,0.00%,-0.36%,-8.64%,46.97%
5120H669E32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-31.76%,0.00%,8.00%,-11.88%,0.00%,0.00%,0.00%,0.00%,0.00%,-15.49%,40.87%
5120H741E32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-47.24%,0.00%,5.34%,-11.39%,0.00%,0.00%,0.00%,0.00%,0.00%,-4.96%,36.40%
5120SH726T10,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-24.55%,2.28%,6.90%,-11.94%,0.00%,0.00%,0.00%,0.00%,0.00%,-13.04%,52.75%
5120SH726T15,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-26.79%,0.00%,8.73%,-11.71%,0.00%,0.00%,0.00%,0.00%,0.00%,-10.75%,50.76%
5120SH726T20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-24.98%,0.00%,11.51%,-12.20%,0.00%,0.00%,0.00%,0.00%,0.00%,-17.27%,45.56%
5120SH726T25,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-35.34%,4.96%,6.75%,-11.96%,0.00%,0.00%,0.00%,0.00%,0.00%,-12.63%,45.03%
5120SH726T30,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-32.04%,0.00%,7.48%,-11.46%,0.00%,0.00%,0.00%,0.00%,0.00%,-6.78%,49.72%
5120SH741T10,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-25.42%,0.00%,8.20%,-11.77%,0.00%,0.00%,0.00%,0.00%,0.00%,-10.77%,52.04%
5120SH741T12,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-22.54%,0.00%,8.37%,-12.24%,0.00%,0.00%,0.00%,0.00%,0.00%,-4.66%,60.55%
5120SH741T15,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-30.19%,0.00%,3.85%,-11.95%,0.00%,0.00%,0.00%,0.00%,0.00%,-10.58%,47.28%
5120SH741T20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-28.83%,0.00%,5.84%,-11.49%,0.00%,0.00%,0.00%,0.00%,0.00%,-6.99%,52.69%
5120SH741T25,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-29.87%,0.00%,2.35%,-11.66%,0.00%,0.00%,0.00%,0.00%,0.00%,-7.26%,51.21%
5120SH741T30,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-34.08%,0.00%,3.51%,-11.42%,0.00%,0.00%,0.00%,0.00%,0.00%,-4.72%,49.78%
5130H715E32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-49.11%,0.00%,6.25%,-11.43%,0.00%,0.00%,0.00%,0.00%,0.00%,-9.01%,30.45%
5130SH715T12,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-33.72%,0.00%,8.25%,-11.70%,0.00%,0.00%,0.00%,0.00%,0.00%,-10.12%,44.45%
5130SH715T15,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-27.72%,0.00%,0.00%,-11.95%,0.00%,0.00%,0.00%,0.00%,0.00%,-6.77%,53.53%
5130SH715T20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-29.52%,0.00%,6.81%,-11.83%,0.00%,0.00%,0.00%,0.00%,0.00%,-8.25%,50.40%
5130SH715T25,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-34.47%,1.48%,4.09%,-11.67%,0.00%,0.00%,0.00%,0.00%,0.00%,-8.30%,47.04%
5130SH715T30,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-36.97%,0.00%,11.50%,-11.90%,0.00%,0.00%,0.00%,0.00%,0.00%,-8.82%,42.30%
5135/5500-5500H38,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-54.16%,0.00%,11.50%,-12.05%,0.00%,0.00%,0.00%,0.00%,0.00%,-12.41%,21.38%
5450/5475-5500B32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-42.23%,0.00%,0.00%,-10.83%,0.00%,0.00%,0.00%,0.00%,0.00%,-8.78%,38.15%
5450H601B32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-35.52%,0.00%,3.50%,-11.16%,0.00%,0.00%,0.00%,0.00%,0.00%,-9.20%,44.13%
5450H641E15,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-24.97%,0.00%,7.36%,-12.05%,0.00%,0.00%,0.00%,0.00%,0.00%,-17.92%,45.05%
5450H641E25,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-36.34%,0.00%,8.25%,-11.72%,0.00%,0.00%,0.00%,0.00%,0.00%,-10.42%,41.51%
5450H671B20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-30.98%,0.00%,8.23%,-11.73%,0.00%,0.00%,0.00%,0.00%,0.00%,-6.80%,50.48%
5450H671B32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-37.67%,0.00%,8.24%,-11.69%,0.00%,0.00%,0.00%,0.00%,0.00%,-9.67%,40.97%
5475-5450B25,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-39.50%,0.00%,11.50%,-12.06%,0.00%,0.00%,0.00%,0.00%,0.00%,-12.29%,36.15%
5475-5475B32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-50.07%,0.00%,8.25%,-11.73%,0.00%,0.00%,0.00%,0.00%,0.00%,-10.80%,27.40%
5475/5500-5500H32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-37.65%,0.00%,7.36%,-12.01%,0.00%,0.00%,0.00%,0.00%,0.00%,-17.08%,33.26%
5500/5550-5450B32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-47.48%,0.00%,6.30%,-11.53%,0.00%,0.00%,0.00%,0.00%,0.00%,-12.67%,28.33%
5500/5550-5475B32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-44.34%,0.00%,8.11%,-11.65%,0.00%,0.00%,0.00%,0.00%,0.00%,-7.50%,36.51%
6135-6550H871E38,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-42.86%,0.00%,8.25%,-11.64%,0.00%,0.00%,0.00%,0.00%,0.00%,-7.95%,37.55%
6135/6550-6550E32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-51.75%,0.00%,0.00%,-10.83%,0.00%,0.00%,0.00%,0.00%,0.00%,-16.34%,21.08%
6135H871E25,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-65.65%,0.00%,7.83%,-12.21%,0.00%,0.00%,0.00%,0.00%,0.00%,-15.02%,7.11%
6450/6500-6550B32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-53.21%,0.00%,4.81%,-11.03%,0.00%,0.00%,0.00%,0.00%,0.00%,-5.96%,29.80%
6550-6135H781E38,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-44.09%,0.00%,8.62%,-11.64%,0.00%,0.00%,0.00%,0.00%,-4.21%,-8.42%,31.65%
6550-6550B32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-44.96%,0.00%,7.77%,-11.68%,0.00%,0.00%,0.00%,0.00%,0.00%,-11.68%,31.68%
6550-6550B38,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-49.53%,0.00%,5.27%,-11.65%,0.00%,0.00%,0.00%,0.00%,0.00%,-9.39%,29.43%
6550-6550B51,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-45.43%,0.00%,11.50%,-11.92%,0.00%,0.00%,0.00%,0.00%,0.00%,-8.94%,33.71%
6550-6550E32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-39.46%,0.00%,9.75%,-11.82%,0.00%,0.00%,0.00%,0.00%,0.00%,-6.90%,41.83%
6550-6550E38,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-51.83%,0.00%,3.42%,-11.37%,0.00%,0.00%,0.00%,0.00%,0.00%,-8.95%,27.85%
6550-6550E51,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-48.66%,0.00%,5.35%,-11.49%,0.00%,0.00%,0.00%,0.00%,0.00%,-3.77%,36.08%
6550H106B25,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-38.36%,0.00%,8.19%,-11.70%,0.00%,0.00%,0.00%,0.00%,0.00%,-11.37%,38.56%
6550H106B38,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-46.07%,0.00%,7.37%,-11.72%,0.00%,0.00%,0.00%,0.00%,0.00%,-9.42%,32.79%
6550H781E25,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-54.44%,0.00%,0.00%,-10.59%,0.00%,0.00%,0.00%,0.00%,0.00%,-9.64%,25.32%
6550H781E32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-47.72%,0.00%,9.14%,-11.73%,0.00%,0.00%,0.00%,0.00%,0.00%,-9.25%,31.30%
6550H951E32,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-53.41%,0.00%,11.50%,-12.03%,0.00%,0.00%,0.00%,0.00%,0.00%,-5.76%,28.80%
8170-8180E51,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-46.77%,0.00%,6.00%,-11.25%,0.00%,0.00%,0.00%,0.00%,0.00%,-13.16%,28.83%
8170-8650E51,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-48.16%,0.00%,6.00%,-11.25%,0.00%,0.00%,0.00%,0.00%,0.00%,-12.05%,28.54%
8180-8170E51,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-48.71%,0.00%,8.25%,-11.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,39.80%
8180-8650E51,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-48.30%,0.00%,6.67%,-11.32%,0.00%,0.00%,0.00%,0.00%,0.00%,-12.64%,27.74%
8650-8170E51,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-49.25%,7.01%,0.00%,-11.35%,0.00%,0.00%,0.00%,0.00%,0.00%,-26.93%,19.48%
BE2B4E28K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-24.21%,0.00%,8.08%,-12.47%,0.00%,0.00%,0.00%,0.00%,-0.93%,-26.16%,36.23%
BE2B4E40K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-26.19%,0.00%,5.84%,-11.79%,0.00%,0.00%,0.00%,0.00%,0.00%,-10.05%,51.97%
BE2B4E45K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-24.31%,0.00%,6.32%,-11.82%,0.00%,0.00%,0.00%,0.00%,-0.54%,-11.48%,51.85%
BE2B4E50K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-26.12%,0.00%,6.35%,-11.57%,0.00%,0.00%,0.00%,0.00%,0.00%,-7.19%,55.12%
BE2B4E55K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-24.22%,0.26%,6.18%,-11.92%,0.00%,0.00%,0.00%,0.00%,0.00%,-13.43%,50.69%
BE2B4E60K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-20.97%,0.00%,7.01%,-11.98%,0.00%,0.00%,0.00%,0.00%,0.00%,-11.43%,55.62%
BE2B4E65K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-18.75%,0.00%,5.80%,-11.77%,0.00%,0.00%,0.00%,0.00%,0.00%,-14.87%,54.60%
BE2B4E70K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-15.64%,0.00%,4.21%,-11.41%,0.00%,0.00%,0.00%,0.00%,0.00%,-9.12%,63.83%
BE2B4E75K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-25.86%,0.00%,2.33%,-11.28%,0.00%,0.00%,0.00%,0.00%,0.00%,-4.00%,58.86%
BE2B9B40K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-12.09%,0.00%,7.23%,-12.79%,0.00%,0.00%,0.00%,0.00%,0.00%,-20.34%,54.78%
BE2B9E28K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-13.43%,0.00%,7.43%,-12.83%,0.00%,0.00%,0.00%,0.00%,-0.54%,-27.69%,45.51%
BE2B9E45K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-14.12%,0.00%,7.96%,-12.34%,0.00%,0.00%,0.00%,0.00%,0.00%,-23.28%,50.26%
BU1B4A28C,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-22.74%,0.00%,3.50%,-13.12%,0.00%,0.00%,0.00%,0.00%,0.00%,-34.19%,29.95%
BU1B4A28K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-20.65%,0.00%,7.34%,-12.89%,0.00%,0.00%,0.00%,0.00%,0.00%,-25.20%,41.25%
BU1B4B28K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-25.38%,0.00%,7.74%,-12.60%,0.00%,0.00%,0.00%,0.00%,0.00%,-32.99%,29.02%
BU1B4B40K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-21.63%,0.00%,7.27%,-12.27%,0.00%,0.00%,0.00%,0.00%,0.00%,-26.36%,39.73%
BU1B4B45K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-25.98%,0.00%,11.53%,-12.33%,0.00%,0.00%,0.00%,0.00%,0.00%,-19.99%,41.71%
BU1B4B50K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-20.68%,0.00%,8.60%,-12.21%,0.00%,0.00%,0.00%,0.00%,0.00%,-22.34%,44.76%
BU1B4B55K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-35.34%,4.97%,6.76%,-11.96%,0.00%,0.00%,0.00%,0.00%,0.00%,-12.64%,45.04%
BU1B4D28K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-37.47%,0.00%,6.23%,-11.92%,0.00%,0.00%,0.00%,0.00%,0.00%,-12.94%,37.67%
BU1B4D40K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-25.95%,0.68%,7.93%,-11.89%,0.00%,0.00%,0.00%,0.00%,0.00%,-10.37%,52.47%
BU1B4D45K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-27.70%,0.00%,6.35%,-11.67%,0.00%,0.00%,0.00%,0.00%,0.00%,-7.43%,53.20%
BU1B4D50K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-28.61%,0.00%,4.92%,-11.35%,0.00%,0.00%,0.00%,0.00%,0.00%,-9.10%,50.95%
BU1B4D55K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-26.86%,0.00%,4.86%,-12.10%,0.00%,0.00%,0.00%,0.00%,0.00%,-9.71%,51.33%
BU1B4D60K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-32.05%,0.00%,4.29%,-11.46%,0.00%,0.00%,0.00%,0.00%,0.00%,-6.23%,50.27%
BU1B4E28K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-25.69%,0.24%,7.71%,-12.22%,0.00%,0.00%,0.00%,0.00%,-0.08%,-17.65%,44.60%
BU1B9A28K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-12.86%,0.00%,12.76%,-12.56%,0.00%,0.00%,0.00%,0.00%,0.00%,-33.97%,40.60%
BU1B9B28K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-12.73%,0.00%,8.80%,-12.41%,0.00%,0.00%,0.00%,0.00%,0.00%,-22.05%,52.81%
BU1B9D28K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-12.53%,0.00%,5.65%,-12.81%,0.00%,0.00%,0.00%,0.00%,-2.91%,-21.55%,50.19%
BU1B9E28K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-13.80%,0.00%,8.34%,-12.87%,0.00%,0.00%,0.00%,0.00%,0.00%,-28.39%,44.94%
BU1B9SKTX,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-16.50%,0.00%,6.00%,-16.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-85.83%,-18.33%
NE1C2B40C,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-35.67%,0.00%,6.13%,-12.43%,0.00%,0.00%,0.00%,0.00%,0.00%,-31.70%,20.21%
NE1C2B40K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-33.02%,0.00%,8.01%,-12.81%,0.00%,0.00%,0.00%,0.00%,0.00%,-32.78%,21.39%
NE1C2E40C,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-28.07%,0.00%,6.97%,-12.39%,0.00%,0.00%,0.00%,0.00%,-0.19%,-27.79%,31.55%
NE1C2E40K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-27.85%,0.31%,7.12%,-12.35%,0.00%,0.00%,0.00%,0.00%,-0.19%,-24.72%,35.19%
NE1C2E45C,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-38.58%,0.00%,5.77%,-11.89%,0.00%,0.00%,0.00%,0.00%,0.00%,-21.96%,27.57%
NE1C2E45K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-36.01%,0.00%,6.51%,-12.14%,0.00%,0.00%,0.00%,0.00%,-0.22%,-27.75%,23.88%
NE1C3B40C,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-40.65%,0.00%,5.05%,-12.21%,0.00%,0.00%,0.00%,0.00%,0.00%,-26.42%,20.72%
NE1C3B40K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-29.26%,0.00%,6.92%,-12.56%,0.00%,0.00%,0.00%,0.00%,0.00%,-19.07%,39.11%
NE1C3E45C,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-39.87%,0.00%,0.00%,-12.08%,0.00%,0.00%,0.00%,0.00%,0.00%,-12.51%,35.54%
NE1C3E45K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-27.69%,2.26%,7.64%,-12.51%,0.00%,0.00%,0.00%,0.00%,0.00%,-23.34%,38.72%
NE1C3F45C,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-38.77%,0.00%,0.00%,-11.48%,0.00%,0.00%,0.00%,0.00%,0.00%,-12.51%,37.25%
NE1C3F45K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-35.88%,0.00%,9.24%,-12.67%,0.00%,0.00%,0.00%,0.00%,0.00%,-20.90%,30.55%
NE1C9E40C,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-22.56%,0.00%,8.32%,-12.48%,0.00%,0.00%,0.00%,0.00%,0.00%,-23.61%,41.35%
NE1C9E40K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-25.26%,0.19%,7.67%,-12.23%,0.00%,0.00%,0.00%,0.00%,-0.18%,-20.75%,41.77%
NE3C2E48C,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-34.32%,0.00%,6.77%,-12.25%,0.00%,0.00%,0.00%,0.00%,0.00%,-24.70%,28.74%
NE3C2E48K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-31.54%,0.83%,7.46%,-12.75%,0.00%,0.00%,0.00%,0.00%,-0.35%,-26.50%,29.68%
NE3C3A37C,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-31.26%,0.00%,8.77%,-13.04%,0.00%,0.00%,0.00%,0.00%,0.00%,-33.70%,22.00%
NE3C3A37K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-29.82%,1.23%,8.10%,-13.04%,0.00%,0.00%,0.00%,0.00%,0.00%,-27.60%,30.78%
NE3C3B37C,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-24.49%,0.23%,6.54%,-12.61%,0.00%,0.00%,0.00%,0.00%,0.00%,-34.62%,28.51%
NE3C3B37K,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-35.84%,0.38%,8.49%,-12.86%,0.00%,0.00%,0.00%,0.00%,-0.16%,-31.98%,19.53%
